City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,garissa,-0.4536,39.6401,78.19,53,61,22.7,KE,1691690662
282,malita,6.415,125.6117,80.37,80,100,6.15,PH,1691690663
283,elbasan,41.1125,20.0822,74.12,58,44,3.36,AL,1691690663
284,midvagur,62.0511,-7.1939,54.43,87,100,14.97,FO,1691690665
285,talakan,50.3167,130.3667,59.14,88,14,1.3,RU,1691690665
286,constantia,44.1833,28.65,74.08,59,100,7.52,RO,1691690652
287,baruun-urt,46.6806,113.2792,63.18,87,48,5.91,MN,1691690666
288,karratha,-20.7377,116.8463,69.78,56,0,6.26,AU,1691690667
289,minas de marcona,-15.2119,-75.1103,65.19,58,22,16.69,PE,1691690668
290,tionk essil,12.7856,-16.5217,91.45,65,97,11.36,SN,1691690668
291,masterton,-40.9597,175.6575,35.4,98,62,3.49,NZ,1691690670
292,lagunas,-5.2269,-75.6753,97.45,37,24,1.83,PE,1691690670
293,arkhangel'sk,64.5401,40.5433,68.4,73,4,3.24,RU,1691690671
294,manokwari,-0.8667,134.0833,77.61,79,68,3.69,ID,1691690671
295,mahdia,35.5047,11.0622,82.35,59,0,9.64,TN,1691690672
296,ishigaki,24.3448,124.1572,80.73,94,75,3.44,JP,1691690672
297,fort morgan,40.2503,-103.8,84.85,37,0,8.05,US,1691690417
298,haiku-pauwela,20.9219,-156.3051,73.42,83,75,17.27,US,1691690673
299,labuan,5.2767,115.2417,79.16,89,20,0.0,MY,1691690673
300,ljusdal,61.8288,16.0913,53.11,99,100,3.78,SE,1691690674
301,gaigeturi,33.4644,126.3183,78.85,78,20,5.75,KR,1691690674
302,ta`u,-14.2336,-169.5144,81.03,76,92,13.15,AS,1691690574
303,al hufuf,25.3646,49.5653,100.74,30,0,6.91,SA,1691690675
304,pisco,-13.7,-76.2167,69.85,73,100,12.66,PE,1691690501
305,coruripe,-10.1256,-36.1756,78.46,73,10,10.94,BR,1691690676
306,garoowe,8.4054,48.4845,86.61,38,61,21.39,SO,1691690677
307,hammerfest,70.6634,23.6821,79.25,57,75,8.05,NO,1691690677
308,teuva,62.4819,21.7416,58.57,82,98,6.35,FI,1691690678
309,kongsvinger,60.1905,11.9977,63.27,53,100,2.98,NO,1691690678
310,praia da vitoria,38.7333,-27.0667,77.25,73,75,7.47,PT,1691690574
311,vorgashor,67.5833,63.95,47.23,90,29,7.9,RU,1691690499
312,mount isa,-20.7333,139.5,46.17,87,5,0.0,AU,1691690680
313,bengkulu,-3.8004,102.2655,75.18,90,59,6.58,ID,1691690680
314,opuwo,-18.0607,13.84,69.91,28,3,9.31,NA,1691690681
315,nautanwa,27.4333,83.4167,79.84,92,97,2.28,IN,1691690681
316,gorgan,36.8387,54.4348,82.36,61,0,9.22,IR,1691690681
317,tiznit,29.5833,-9.5,100.96,13,63,9.46,MA,1691690682
318,concepcion,-36.827,-73.0498,57.0,72,75,19.57,CL,1691690682
319,alice springs,-23.7,133.8833,44.15,61,0,0.0,AU,1691690683
320,funafuti,-8.5243,179.1942,84.2,84,75,9.22,TV,1691690683
321,kingsford,-33.924,151.2275,53.04,65,0,10.36,AU,1691690684
322,bati,11.1833,40.0167,74.64,49,58,2.24,ET,1691690684
323,fort dodge,42.4975,-94.168,83.53,57,0,0.0,US,1691690484
324,oued el abtal,35.456,0.6878,100.2,19,0,8.19,DZ,1691690685
325,nawabganj,24.5911,88.271,82.76,82,100,5.7,BD,1691690685
326,gueckedou,8.6667,-10.25,71.29,98,100,5.21,GN,1691690686
327,polovinnoye,54.7914,65.9864,62.38,47,71,13.42,RU,1691690686
328,khilok,51.3674,110.4676,59.04,98,98,4.7,RU,1691690686
329,umm ruwaba,12.9061,31.2158,84.85,55,32,6.91,SD,1691690687
330,lodja,-3.4833,23.4333,82.36,45,100,2.66,CD,1691690687
331,port lincoln,-34.7333,135.8667,49.68,77,31,6.13,AU,1691690688
332,salalah,17.0151,54.0924,78.89,100,100,5.75,OM,1691690688
333,el granada,37.5027,-122.4694,80.08,77,75,10.36,US,1691690547
334,jamestown,42.097,-79.2353,76.01,66,100,12.66,US,1691690671
335,piravam,9.8667,76.5,78.78,94,100,2.26,IN,1691690689
336,nizhnyaya omka,55.4338,74.9426,56.88,71,74,10.16,RU,1691690690
337,palmas,-10.2128,-48.3603,93.07,31,0,9.22,BR,1691690691
338,pudasjarvi,65.3833,26.9167,63.01,69,16,6.49,FI,1691690691
339,mumford,5.2618,-0.759,75.76,85,43,12.68,GH,1691690691
340,salekhard,66.53,66.6019,49.51,76,14,8.03,RU,1691690692
341,port shepstone,-30.7414,30.455,66.13,78,55,20.07,ZA,1691690692
342,touros,-5.1989,-35.4608,82.29,64,45,18.75,BR,1691690616
343,aquidauana,-20.4711,-55.7872,101.68,16,0,12.21,BR,1691690693
344,tolanaro,-25.0319,46.9987,64.47,94,75,2.3,MG,1691690693
345,taltal,-25.4,-70.4833,66.83,62,49,7.14,CL,1691690490
346,douglas,41.3,-96.167,86.29,65,0,9.22,US,1691690694
347,shibata,37.95,139.3333,75.36,80,0,6.55,JP,1691690694
348,pangai,-19.8,-174.35,75.31,88,75,6.91,TO,1691690695
349,labrador city,52.9463,-66.9114,60.71,77,75,8.05,CA,1691690695
350,wick,58.4333,-3.0833,60.85,82,20,10.36,GB,1691690695
351,carauari,-4.8828,-66.8958,94.06,43,25,2.82,BR,1691690696
352,west bay,19.3667,-81.4167,84.27,88,75,12.66,KY,1691690696
353,sakaiminato,35.55,133.2333,85.98,66,75,11.5,JP,1691690696
354,turkmenbasy,40.0222,52.9552,84.97,54,0,4.61,TM,1691690697
355,meerhoven,51.4427,5.411,76.86,60,4,6.91,NL,1691690697
356,mutuali,-14.8706,37.0044,65.95,64,28,6.64,MZ,1691690698
357,rio grande,-32.035,-52.0986,75.31,88,96,9.33,BR,1691690698
358,pekanbaru,0.5333,101.45,75.52,100,100,10.36,ID,1691690418
359,baikonur,45.6167,63.3167,82.96,28,4,9.19,KZ,1691690699
360,glad,7.1483,124.5181,74.82,94,100,0.2,PH,1691690699
361,castillos,-34.1667,-53.8333,65.03,77,96,9.75,UY,1691690699
362,kirensk,57.7853,108.1119,62.55,98,99,3.31,RU,1691690700
363,mirabad,30.4362,61.8383,94.26,16,0,24.09,AF,1691690700
364,apolinario saravia,-24.4328,-63.9954,88.63,22,0,11.54,AR,1691690701
365,altay,47.8667,88.1167,66.06,49,0,5.48,CN,1691690701
366,yurty,56.0498,97.6348,57.31,84,17,4.0,RU,1691690702
367,kachkanar,58.7,59.4948,53.62,76,44,3.4,RU,1691690703
368,mejit,10.2753,170.8646,81.3,71,83,9.57,MH,1691690704
369,bani suwayf,29.0744,31.0979,89.82,27,0,16.11,EG,1691690704
370,quang ngai,15.1167,108.8,78.39,84,24,5.73,VN,1691690705
371,puerto aysen,-45.4,-72.7,46.44,93,100,11.5,CL,1691690705
372,nedryhayliv,50.834,33.8763,66.96,59,100,9.33,UA,1691690706
373,tshabong,-26.05,22.45,56.46,33,0,5.21,BW,1691690706
374,tsiombe,-25.3,45.4833,62.55,70,61,7.76,MG,1691690709
375,magadan,59.5667,150.8,50.74,81,21,6.06,RU,1691690610
376,timimoun,29.2639,0.231,111.58,6,0,26.46,DZ,1691690710
377,mugia,43.1041,-9.2179,75.9,86,70,10.69,ES,1691690711
378,amatitan,20.8333,-103.7167,84.72,47,42,2.3,MX,1691690711
379,nahiyat ash shinafiyah,31.5874,44.6602,108.45,9,1,8.84,IQ,1691690713
380,itaueira,-7.6033,-43.0256,95.68,20,9,9.1,BR,1691690714
381,brisas de zicatela,15.8369,-97.0419,87.76,65,100,6.89,MX,1691690519
382,xinyang,32.1228,114.0656,76.5,88,57,1.74,CN,1691690522
383,novoishimskiy,53.1981,66.7694,62.42,61,87,11.34,KZ,1691690716
384,taoudenni,22.6783,-3.9836,111.47,10,4,8.75,ML,1691690716
385,lhokseumawe,5.1801,97.1507,78.04,88,75,3.58,ID,1691690717
386,ouadda,8.0777,22.4007,70.81,95,65,1.28,CF,1691690717
387,chonchi,-42.6128,-73.8092,50.13,91,100,8.57,CL,1691690718
388,kalianget,-7.05,113.9333,78.06,73,35,13.24,ID,1691690718
389,robertsport,6.7533,-11.3686,77.79,84,100,15.61,LR,1691690718
390,san luis de la loma,17.2706,-100.8939,87.66,66,100,5.68,MX,1691690719
391,corvallis,44.5646,-123.262,75.67,58,0,11.5,US,1691690719
392,timbuktu,16.7735,-3.0074,98.11,30,12,14.79,ML,1691690720
393,farafangana,-22.8167,47.8333,68.41,85,80,14.23,MG,1691690720
394,pechora,65.1472,57.2244,56.08,70,8,5.28,RU,1691690721
395,maun,-19.9833,23.4167,69.76,28,0,3.44,BW,1691690721
396,natal,-5.795,-35.2094,84.42,61,40,19.57,BR,1691690721
397,road town,18.4167,-64.6167,89.69,70,75,11.5,VG,1691690722
398,quibala,-10.7337,14.98,71.33,58,2,5.44,AO,1691690722
399,howard springs,-12.497,131.047,73.31,70,78,8.79,AU,1691690604
400,altar,30.7,-111.8167,93.99,31,42,5.88,MX,1691690723
401,kasese,0.1833,30.0833,74.7,61,78,4.36,UG,1691690723
402,upper grand lagoon,30.1633,-85.7408,96.94,62,40,12.66,US,1691690724
403,ulaangom,49.9811,92.0667,62.87,60,27,2.93,MN,1691690724
404,scarborough,54.2797,-0.4044,74.77,72,99,8.99,GB,1691690583
405,hirara,24.8,125.2833,82.26,94,94,4.61,JP,1691690725
406,vyaz'ma,55.2104,34.2951,60.13,63,88,3.44,RU,1691690726
407,bardai,11.65,7.2333,73.02,88,100,5.46,NG,1691690726
408,zaltan,32.947,11.8665,78.76,51,0,9.71,LY,1691690727
409,peterhead,57.5058,-1.7981,71.46,91,0,12.75,GB,1691690727
410,marsh harbour,26.5412,-77.0636,87.13,67,22,5.57,BS,1691690608
411,oamaru,-45.0784,170.9801,31.37,84,94,4.29,NZ,1691690728
412,trinity beach,-16.7888,145.6968,67.89,91,75,9.22,AU,1691690728
413,san patricio,28.017,-97.5169,99.32,39,6,18.16,US,1691690729
414,tralee,52.2704,-9.7026,66.45,94,100,9.22,IE,1691690729
415,noumea,-22.2763,166.4572,57.18,60,5,10.07,NC,1691690582
416,cole harbour,44.6724,-63.4751,79.93,59,20,17.27,CA,1691690730
417,eydhafushi,5.1033,73.0708,82.9,78,100,17.02,MV,1691690730
418,bratsk,56.1325,101.6142,57.69,89,21,4.94,RU,1691690731
419,ruidoso,33.3317,-105.673,85.1,25,0,16.11,US,1691690731
420,guarapari,-20.6667,-40.4975,75.88,75,20,15.57,BR,1691690731
421,aydarken,39.9443,71.3429,66.52,48,8,4.07,KG,1691690732
422,la gi,10.6667,107.7833,79.97,87,5,9.37,VN,1691690732
423,mtsamboro,-12.6998,45.0689,76.32,73,0,13.85,YT,1691690732
424,taro,-8.3862,115.28,68.0,93,38,1.16,ID,1691690733
425,pagsanghan,11.9657,124.7212,80.31,86,100,7.47,PH,1691690733
426,isna,25.2934,32.554,98.62,13,0,14.5,EG,1691690734
427,kooringal,-35.1428,147.3771,37.53,90,3,1.57,AU,1691690734
428,ust'-kut,56.7938,105.7672,60.57,97,100,5.59,RU,1691690734
429,karaman,37.0833,33.25,75.9,45,2,13.33,TR,1691690735
430,deschutes river woods,43.9915,-121.3584,75.94,36,0,4.0,US,1691690735
431,arawa,-6.2132,155.5367,76.01,97,100,2.98,PG,1691690587
432,nkove,-7.95,30.85,74.44,50,6,2.33,TZ,1691690736
433,reggane,26.7158,0.1714,108.14,8,0,17.56,DZ,1691690507
434,kingscliff,-28.2667,153.5667,55.2,82,0,8.05,AU,1691690737
435,hachinohe,40.5,141.5,76.06,77,0,10.49,JP,1691690737
436,bushehr,28.9684,50.8385,96.89,59,20,9.22,IR,1691690526
437,aral,40.5156,81.2636,86.79,26,0,20.38,CN,1691690738
438,nelson bay,-32.7167,152.15,55.0,68,0,8.01,AU,1691690738
439,bandon,51.7469,-8.7425,63.99,94,98,13.94,IE,1691690739
440,lugulu,0.3936,34.3053,63.93,89,44,0.13,KE,1691690739
441,toamasina,-18.1667,49.3833,69.8,94,40,2.3,MG,1691690740
442,flying fish cove,-10.4217,105.6791,74.88,88,100,8.05,CX,1691690740
443,usinsk,65.9939,57.5281,56.77,66,11,7.61,RU,1691690741
444,yamada,39.4667,141.95,74.61,96,17,7.96,JP,1691690741
445,smithers,54.7804,-127.1743,57.52,77,75,3.44,CA,1691690741
446,bodaybo,57.8506,114.1933,62.17,98,100,2.04,RU,1691690742
447,hotan,37.0997,79.9269,87.08,17,85,8.93,CN,1691690742
448,papao,-17.75,-149.55,73.08,68,25,19.08,PF,1691690547
449,chimbote,-9.0853,-78.5783,72.68,68,65,11.45,PE,1691690743
450,codrington,-38.2667,141.9667,49.3,84,100,8.81,AU,1691690744
451,smithville,39.3869,-94.5811,87.84,61,75,3.74,US,1691690744
452,sao borja,-28.6606,-56.0044,79.95,74,49,9.22,BR,1691690745
453,nago,26.5881,127.9761,80.46,86,100,2.64,JP,1691690745
454,hamilton,39.1834,-84.5333,80.26,74,100,5.01,US,1691690745
455,vadso,70.0744,29.7487,79.68,64,0,12.66,NO,1691690518
456,ain oussera,35.4514,2.9058,100.38,15,3,17.69,DZ,1691690746
457,linqiong,30.4159,103.4609,80.42,88,89,1.74,CN,1691690746
458,pontianak,-0.0333,109.3333,76.98,100,40,1.14,ID,1691690547
459,queenstown,-31.8976,26.8753,57.52,42,0,6.55,ZA,1691690747
460,tucurui,-3.7661,-49.6725,91.81,41,53,4.14,BR,1691690623
461,ponta delgada,37.7333,-25.6667,74.12,94,40,8.05,PT,1691690565
462,bundaberg north,-24.8551,152.3425,51.22,98,0,2.95,AU,1691690748
463,tougue,11.4667,-11.6,72.48,92,100,2.42,GN,1691690748
464,kailua-kona,19.6406,-155.9956,82.36,66,0,3.44,US,1691690669
465,barra de santo antonio,-9.4047,-35.5072,79.88,69,3,8.86,BR,1691690574
466,kerikeri,-35.2268,173.9474,44.91,92,32,4.56,NZ,1691690749
467,bori,4.6737,7.362,75.16,90,100,4.63,NG,1691690749
468,novyy urgal,51.0736,132.5642,61.92,74,69,2.53,RU,1691690749
469,pingliang,35.5392,106.6861,70.9,90,55,1.34,CN,1691690750
470,kenai,60.5544,-151.2583,57.15,95,100,5.75,US,1691690750
471,priob'ye,62.5206,65.5964,54.07,73,28,9.53,RU,1691690751
472,san gregorio de nigua,18.3833,-70.0833,88.93,80,92,9.06,DO,1691690751
473,montepuez,-13.1256,38.9997,70.29,47,74,7.16,MZ,1691690751
474,coquimbo,-29.9533,-71.3436,65.93,59,0,13.8,CL,1691690752
475,remire-montjoly,4.9167,-52.2667,89.64,62,9,11.5,GF,1691690752
476,martapura,-3.4167,114.85,75.29,94,71,2.3,ID,1691690753
477,port alfred,-33.5906,26.891,63.18,92,0,1.01,ZA,1691690753
478,dores do indaia,-19.4633,-45.6017,85.44,27,0,5.68,BR,1691690753
479,kuala belait,4.5833,114.1833,77.16,86,99,3.47,BN,1691690543
480,labytnangi,66.6572,66.4183,49.32,78,15,6.33,RU,1691690754
481,cambria,35.5641,-121.0808,80.24,68,13,4.9,US,1691690754
482,broken hill,-31.95,141.4333,48.87,63,0,5.79,AU,1691690754
483,nakuru,-0.2833,36.0667,60.93,87,89,3.98,KE,1691690755
484,formosa,-26.1775,-58.1781,84.18,61,0,11.5,AR,1691690755
485,sao gabriel da cachoeira,-0.1303,-67.0892,76.8,88,40,6.91,BR,1691690755
486,extrema,-22.8547,-46.3183,81.91,35,2,5.14,BR,1691690756
487,ugoofaaru,5.6667,73.0,82.98,78,95,16.89,MV,1691690756
488,nabire,-3.3667,135.4833,75.51,88,84,3.85,ID,1691690756
489,sinabang,2.4803,96.3801,79.63,81,99,2.51,ID,1691690757
490,ca mau,9.1769,105.15,79.54,85,28,5.03,VN,1691690757
491,dzerzhinskoye,56.8344,95.2283,59.02,74,76,3.85,RU,1691690759
492,moron de la frontera,37.1208,-5.454,104.67,20,0,11.63,ES,1691690759
493,isangel,-19.55,169.2667,66.61,57,1,18.25,VU,1691690759
494,yuzhno-kurilsk,44.0306,145.8556,67.24,98,100,13.94,RU,1691690760
495,vuktyl,63.8567,57.3094,57.74,71,14,3.22,RU,1691690760
496,arteche,12.2645,125.4048,79.57,84,100,5.91,PH,1691690559
497,sarangani,5.4033,125.4636,80.74,82,100,13.29,PH,1691690761
498,villarrobledo,39.2699,-2.6012,98.87,8,26,17.78,ES,1691690761
499,nizhniy kuranakh,58.8353,125.4869,62.67,69,75,6.02,RU,1691690762
500,suntar,62.1444,117.6319,64.74,68,91,5.53,RU,1691690763
501,san juan nepomuceno,9.9516,-75.082,91.6,52,92,1.57,CO,1691690764
502,bel ombre,-4.6167,55.4167,78.64,78,20,0.0,SC,1691690764
503,nephi,39.7102,-111.8363,87.19,24,36,12.08,US,1691690751
504,portland,45.5234,-122.6762,75.69,52,75,8.05,US,1691690614
505,skagen,57.7209,10.5839,59.5,79,10,16.11,DK,1691690765
506,kish,26.5578,54.0194,93.47,70,0,4.61,IR,1691690766
507,chui,-33.6971,-53.4616,64.62,79,100,9.01,UY,1691690766
508,beau vallon,-20.4189,57.6953,71.83,83,40,6.91,MU,1691690767
509,yarmouth,41.7057,-70.2286,82.96,64,0,10.36,US,1691690767
510,phanom sarakham,13.7479,101.3553,87.93,96,74,4.94,TH,1691690768
511,varberg,57.1056,12.2508,60.06,82,77,16.11,SE,1691690768
512,suizhou,31.7111,113.3631,76.86,82,66,1.03,CN,1691690769
513,dauphin,51.1494,-100.0502,59.14,82,40,11.5,CA,1691690769
514,jalali,27.8667,78.2667,86.99,65,89,3.71,IN,1691690770
515,drammen,59.7439,10.2045,62.89,76,80,2.89,NO,1691690770
516,swakopmund,-22.6833,14.5333,59.85,87,85,1.01,NA,1691690771
517,bafra,41.5678,35.9069,72.82,88,26,5.08,TR,1691690772
518,san luis acatlan,16.8167,-98.7333,91.26,52,100,4.34,MX,1691690772
519,katsuura,35.1333,140.3,78.82,89,4,9.55,JP,1691690773
520,ornskoldsvik,63.2909,18.7153,59.95,88,75,6.91,SE,1691690774
521,carnarvon,-24.8667,113.6333,65.86,85,3,4.14,AU,1691690774
522,yakeshi,49.2833,120.7333,57.0,92,62,4.59,CN,1691690774
523,bet shemesh,31.7496,34.9888,81.0,100,0,4.23,IL,1691690775
524,puerto princesa,9.7392,118.7353,80.58,89,40,4.61,PH,1691690775
525,talcahuano,-36.7167,-73.1167,56.88,62,75,17.27,CL,1691690544
526,kendari,-3.945,122.4989,73.96,89,97,2.55,ID,1691690776
527,launceston,-41.45,147.1667,46.8,100,65,5.75,AU,1691690776
528,hays,30.0502,-98.0336,100.24,51,12,14.81,US,1691690776
529,tazacorte,28.629,-17.9293,81.57,65,0,18.41,ES,1691690777
530,mirny,62.5353,113.9611,68.23,59,100,8.99,RU,1691690777
531,shingu,33.7333,135.9833,77.86,93,17,7.43,JP,1691690778
532,tual,-5.6667,132.75,77.79,80,54,20.38,ID,1691690778
533,gembu,6.7,11.2667,62.6,96,100,3.0,NG,1691690778
534,garango,11.8,-0.5506,75.27,85,77,12.77,BF,1691690779
535,al khafji,28.4391,48.4913,93.04,61,6,10.29,SA,1691690779
536,yaren,-0.5472,166.916,81.97,73,50,2.44,NR,1691690779
537,belmonte,-15.8631,-38.8828,77.32,64,53,8.1,BR,1691690594
538,puerto armuelles,8.2833,-82.8667,89.58,91,69,3.0,PA,1691690616
539,nantucket,41.2835,-70.0995,80.15,71,0,10.36,US,1691690721
540,valparaiso,-33.0393,-71.6273,62.24,78,75,13.8,CL,1691690782
541,necochea,-38.5473,-58.7368,60.96,78,87,11.83,AR,1691690782
542,itaituba,-4.2761,-55.9836,93.36,59,40,13.8,BR,1691690783
543,koutiala,12.3917,-5.4642,75.45,85,97,7.23,ML,1691690783
544,puerto lopez,4.0845,-72.956,88.86,59,65,3.69,CO,1691690784
545,manisa,38.8333,28.1667,69.71,66,2,6.78,TR,1691690548
546,san rafael,-34.6177,-68.3301,70.41,10,49,23.49,AR,1691690784
547,gufeng,26.9083,118.9819,68.99,97,60,1.83,CN,1691690785
548,paphos,34.7667,32.4167,82.18,74,20,10.36,CY,1691690786
549,malango,-2.9627,119.9001,67.51,99,100,0.92,ID,1691690786
550,mar del plata,-38.0023,-57.5575,62.62,91,100,8.05,AR,1691690787
551,langxiang,46.95,128.8833,63.55,100,96,3.06,CN,1691690787
552,roma,43.2128,-75.4557,71.69,92,100,0.0,US,1691690508
553,agat village,13.3886,144.6585,79.74,92,100,11.5,GU,1691690788
554,linden,6.0,-58.3,96.04,37,37,5.12,GY,1691690509
555,laojunmiao,39.8333,97.7333,67.01,48,61,2.48,CN,1691690789
556,saipan,15.1355,145.701,81.3,100,20,7.0,MP,1691690755
557,nogliki,51.8333,143.1667,53.82,95,100,10.2,RU,1691690789
558,puerto gaitan,4.3133,-72.0816,86.25,63,83,5.88,CO,1691690666
559,iquique,-20.2208,-70.1431,68.04,74,9,9.53,CL,1691690716
560,christchurch,-43.5333,172.6333,34.95,85,95,1.14,NZ,1691690790
561,aioun,16.6614,-9.6149,102.88,21,62,13.58,MR,1691690791
562,san antonio de pale,-1.4014,5.6325,74.8,86,94,11.1,GQ,1691690505
563,zhizdra,53.746,34.7395,62.65,70,85,5.93,RU,1691690674
564,tocopilla,-22.092,-70.1979,69.89,66,20,12.62,CL,1691690713
